experiment_name,model_variant,dataset_variant,threshold,num_examples,accuracy,precision,recall,f1,avg_latency_ms,avg_confidence,cache_hits,cache_hit_rate,model_calls,tp,fp,fn,tn
test2_model_a_on_mutated_data,Model A,mutated_data,0.71,9012,0.7354,0.6782,0.8611,0.7588,38.537,0.6458,0,0.0,9012,3751,1780,605,2876
test2_model_a_on_mutated_data,Model A,mutated_data,0.72,9012,0.7359,0.6795,0.8586,0.7586,38.537,0.6458,0,0.0,9012,3740,1764,616,2892
test2_model_a_on_mutated_data,Model A,mutated_data,0.73,9012,0.7369,0.681,0.8572,0.759,38.537,0.6458,0,0.0,9012,3734,1749,622,2907
test2_model_a_on_mutated_data,Model A,mutated_data,0.74,9012,0.7381,0.683,0.8551,0.7594,38.537,0.6458,0,0.0,9012,3725,1729,631,2927
test2_model_a_on_mutated_data,Model A,mutated_data,0.75,9012,0.7382,0.6839,0.8524,0.7589,38.537,0.6458,0,0.0,9012,3713,1716,643,2940
test2_model_a_on_mutated_data,Model A,mutated_data,0.76,9012,0.7398,0.6863,0.8503,0.7596,38.537,0.6458,0,0.0,9012,3704,1693,652,2963
test2_model_a_on_mutated_data,Model A,mutated_data,0.77,9012,0.7401,0.6873,0.8483,0.7594,38.537,0.6458,0,0.0,9012,3695,1681,661,2975
test2_model_a_on_mutated_data,Model A,mutated_data,0.78,9012,0.7406,0.6887,0.8453,0.759,38.537,0.6458,0,0.0,9012,3682,1664,674,2992
test2_model_a_on_mutated_data,Model A,mutated_data,0.79,9012,0.742,0.6914,0.8423,0.7594,38.537,0.6458,0,0.0,9012,3669,1638,687,3018
test2_model_a_on_mutated_data,Model A,mutated_data,0.80,9012,0.7426,0.6934,0.8379,0.7588,38.537,0.6458,0,0.0,9012,3650,1614,706,3042
test2_model_a_on_mutated_data,Model A,mutated_data,0.81,9012,0.7429,0.6952,0.8336,0.7581,38.537,0.6458,0,0.0,9012,3631,1592,725,3064
test2_model_a_on_mutated_data,Model A,mutated_data,0.82,9012,0.7447,0.6989,0.8287,0.7583,38.537,0.6458,0,0.0,9012,3610,1555,746,3101
test2_model_a_on_mutated_data,Model A,mutated_data,0.83,9012,0.746,0.7014,0.8262,0.7587,38.537,0.6458,0,0.0,9012,3599,1532,757,3124
test2_model_a_on_mutated_data,Model A,mutated_data,0.84,9012,0.7472,0.7042,0.8225,0.7588,38.537,0.6458,0,0.0,9012,3583,1505,773,3151
test2_model_a_on_mutated_data,Model A,mutated_data,0.85,9012,0.7501,0.7097,0.8173,0.7597,38.537,0.6458,0,0.0,9012,3560,1456,796,3200
test2_model_a_on_mutated_data,Model A,mutated_data,0.86,9012,0.7512,0.7129,0.8124,0.7594,38.537,0.6458,0,0.0,9012,3539,1425,817,3231
test2_model_a_on_mutated_data,Model A,mutated_data,0.87,9012,0.7518,0.716,0.8062,0.7584,38.537,0.6458,0,0.0,9012,3512,1393,844,3263
test2_model_a_on_mutated_data,Model A,mutated_data,0.88,9012,0.7526,0.7207,0.7968,0.7569,38.537,0.6458,0,0.0,9012,3471,1345,885,3311
test2_model_a_on_mutated_data,Model A,mutated_data,0.89,9012,0.7547,0.7267,0.7893,0.7567,38.537,0.6458,0,0.0,9012,3438,1293,918,3363
test2_model_a_on_mutated_data,Model A,mutated_data,0.90,9012,0.7549,0.7314,0.7789,0.7544,38.537,0.6458,0,0.0,9012,3393,1246,963,3410
test2_model_a_on_mutated_data,Model A,mutated_data,0.91,9012,0.7541,0.7366,0.7647,0.7504,38.537,0.6458,0,0.0,9012,3331,1191,1025,3465
test2_model_a_on_mutated_data,Model A,mutated_data,0.92,9012,0.7547,0.744,0.7507,0.7473,38.537,0.6458,0,0.0,9012,3270,1125,1086,3531
test2_model_a_on_mutated_data,Model A,mutated_data,0.93,9012,0.7522,0.7495,0.7321,0.7407,38.537,0.6458,0,0.0,9012,3189,1066,1167,3590
test2_model_a_on_mutated_data,Model A,mutated_data,0.94,9012,0.7503,0.7588,0.7087,0.7329,38.537,0.6458,0,0.0,9012,3087,981,1269,3675
test2_model_a_on_mutated_data,Model A,mutated_data,0.95,9012,0.7442,0.7653,0.6791,0.7196,38.537,0.6458,0,0.0,9012,2958,907,1398,3749
test2_model_a_on_mutated_data,Model A,mutated_data,0.96,9012,0.7367,0.7726,0.6451,0.7031,38.537,0.6458,0,0.0,9012,2810,827,1546,3829
test2_model_a_on_mutated_data,Model A,mutated_data,0.97,9012,0.7246,0.7816,0.5971,0.677,38.537,0.6458,0,0.0,9012,2601,727,1755,3929
test2_model_a_on_mutated_data,Model A,mutated_data,0.98,9012,0.6987,0.7915,0.5115,0.6214,38.537,0.6458,0,0.0,9012,2228,587,2128,4069
test2_model_a_on_mutated_data,Model A,mutated_data,0.99,9012,0.6538,0.8059,0.3737,0.5107,38.537,0.6458,0,0.0,9012,1628,392,2728,4264
test2_model_a_on_mutated_data,Model A,mutated_data,1.00,9012,0.5166,0.0,0.0,0.0,38.537,0.6458,0,0.0,9012,0,0,4356,4656
test3_model_b_on_test,Model B,test,0.00,4808,0.4239,0.4239,1.0,0.5954,78.446,0.4974,1507,0.3134,3301,2038,2770,0,0
test3_model_b_on_test,Model B,test,0.01,4808,0.8887,0.8064,0.9706,0.8809,78.446,0.4974,1507,0.3134,3301,1978,475,60,2295
test3_model_b_on_test,Model B,test,0.02,4808,0.8904,0.81,0.9686,0.8822,78.446,0.4974,1507,0.3134,3301,1974,463,64,2307
test3_model_b_on_test,Model B,test,0.03,4808,0.8908,0.8109,0.9681,0.8826,78.446,0.4974,1507,0.3134,3301,1973,460,65,2310
test3_model_b_on_test,Model B,test,0.04,4808,0.8912,0.8119,0.9676,0.8829,78.446,0.4974,1507,0.3134,3301,1972,457,66,2313
test3_model_b_on_test,Model B,test,0.05,4808,0.8914,0.8122,0.9676,0.8831,78.446,0.4974,1507,0.3134,3301,1972,456,66,2314
test3_model_b_on_test,Model B,test,0.06,4808,0.8916,0.8128,0.9671,0.8833,78.446,0.4974,1507,0.3134,3301,1971,454,67,2316
test3_model_b_on_test,Model B,test,0.07,4808,0.8923,0.8138,0.9671,0.8839,78.446,0.4974,1507,0.3134,3301,1971,451,67,2319
test3_model_b_on_test,Model B,test,0.08,4808,0.8927,0.8145,0.9671,0.8843,78.446,0.4974,1507,0.3134,3301,1971,449,67,2321
test3_model_b_on_test,Model B,test,0.09,4808,0.8931,0.8151,0.9671,0.8846,78.446,0.4974,1507,0.3134,3301,1971,447,67,2323
test3_model_b_on_test,Model B,test,0.10,4808,0.8933,0.8157,0.9666,0.8848,78.446,0.4974,1507,0.3134,3301,1970,445,68,2325
test3_model_b_on_test,Model B,test,0.11,4808,0.8933,0.816,0.9661,0.8847,78.446,0.4974,1507,0.3134,3301,1969,444,69,2326
test3_model_b_on_test,Model B,test,0.12,4808,0.8933,0.816,0.9661,0.8847,78.446,0.4974,1507,0.3134,3301,1969,444,69,2326
test3_model_b_on_test,Model B,test,0.13,4808,0.8929,0.8158,0.9652,0.8842,78.446,0.4974,1507,0.3134,3301,1967,444,71,2326
test3_model_b_on_test,Model B,test,0.14,4808,0.8931,0.8162,0.9652,0.8844,78.446,0.4974,1507,0.3134,3301,1967,443,71,2327
test3_model_b_on_test,Model B,test,0.15,4808,0.8933,0.8165,0.9652,0.8846,78.446,0.4974,1507,0.3134,3301,1967,442,71,2328
test3_model_b_on_test,Model B,test,0.16,4808,0.8933,0.8168,0.9647,0.8846,78.446,0.4974,1507,0.3134,3301,1966,441,72,2329
test3_model_b_on_test,Model B,test,0.17,4808,0.8935,0.8171,0.9647,0.8848,78.446,0.4974,1507,0.3134,3301,1966,440,72,2330
test3_model_b_on_test,Model B,test,0.18,4808,0.8935,0.8171,0.9647,0.8848,78.446,0.4974,1507,0.3134,3301,1966,440,72,2330
test3_model_b_on_test,Model B,test,0.19,4808,0.8939,0.8178,0.9647,0.8852,78.446,0.4974,1507,0.3134,3301,1966,438,72,2332
test3_model_b_on_test,Model B,test,0.20,4808,0.8941,0.8181,0.9647,0.8854,78.446,0.4974,1507,0.3134,3301,1966,437,72,2333
test3_model_b_on_test,Model B,test,0.21,4808,0.8941,0.8181,0.9647,0.8854,78.446,0.4974,1507,0.3134,3301,1966,437,72,2333
test3_model_b_on_test,Model B,test,0.22,4808,0.8943,0.8185,0.9647,0.8856,78.446,0.4974,1507,0.3134,3301,1966,436,72,2334
test3_model_b_on_test,Model B,test,0.23,4808,0.8943,0.8185,0.9647,0.8856,78.446,0.4974,1507,0.3134,3301,1966,436,72,2334
test3_model_b_on_test,Model B,test,0.24,4808,0.8943,0.8185,0.9647,0.8856,78.446,0.4974,1507,0.3134,3301,1966,436,72,2334
test3_model_b_on_test,Model B,test,0.25,4808,0.8943,0.8185,0.9647,0.8856,78.446,0.4974,1507,0.3134,3301,1966,436,72,2334
test3_model_b_on_test,Model B,test,0.26,4808,0.8943,0.8185,0.9647,0.8856,78.446,0.4974,1507,0.3134,3301,1966,436,72,2334
test3_model_b_on_test,Model B,test,0.27,4808,0.8943,0.8185,0.9647,0.8856,78.446,0.4974,1507,0.3134,3301,1966,436,72,2334
test3_model_b_on_test,Model B,test,0.28,4808,0.8943,0.8185,0.9647,0.8856,78.446,0.4974,1507,0.3134,3301,1966,436,72,2334
test3_model_b_on_test,Model B,test,0.29,4808,0.8943,0.8185,0.9647,0.8856,78.446,0.4974,1507,0.3134,3301,1966,436,72,2334
test3_model_b_on_test,Model B,test,0.30,4808,0.8943,0.8185,0.9647,0.8856,78.446,0.4974,1507,0.3134,3301,1966,436,72,2334
test3_model_b_on_test,Model B,test,0.31,4808,0.8943,0.8185,0.9647,0.8856,78.446,0.4974,1507,0.3134,3301,1966,436,72,2334
test3_model_b_on_test,Model B,test,0.32,4808,0.8946,0.8188,0.9647,0.8858,78.446,0.4974,1507,0.3134,3301,1966,435,72,2335
test3_model_b_on_test,Model B,test,0.33,4808,0.8946,0.8188,0.9647,0.8858,78.446,0.4974,1507,0.3134,3301,1966,435,72,2335
test3_model_b_on_test,Model B,test,0.34,4808,0.8946,0.8188,0.9647,0.8858,78.446,0.4974,1507,0.3134,3301,1966,435,72,2335
test3_model_b_on_test,Model B,test,0.35,4808,0.8946,0.8188,0.9647,0.8858,78.446,0.4974,1507,0.3134,3301,1966,435,72,2335
test3_model_b_on_test,Model B,test,0.36,4808,0.8948,0.8192,0.9647,0.886,78.446,0.4974,1507,0.3134,3301,1966,434,72,2336
test3_model_b_on_test,Model B,test,0.37,4808,0.8948,0.8192,0.9647,0.886,78.446,0.4974,1507,0.3134,3301,1966,434,72,2336
test3_model_b_on_test,Model B,test,0.38,4808,0.8948,0.8192,0.9647,0.886,78.446,0.4974,1507,0.3134,3301,1966,434,72,2336
test3_model_b_on_test,Model B,test,0.39,4808,0.895,0.8195,0.9647,0.8862,78.446,0.4974,1507,0.3134,3301,1966,433,72,2337
test3_model_b_on_test,Model B,test,0.40,4808,0.8952,0.8198,0.9647,0.8864,78.446,0.4974,1507,0.3134,3301,1966,432,72,2338
test3_model_b_on_test,Model B,test,0.41,4808,0.8952,0.8198,0.9647,0.8864,78.446,0.4974,1507,0.3134,3301,1966,432,72,2338
test3_model_b_on_test,Model B,test,0.42,4808,0.8954,0.8202,0.9647,0.8866,78.446,0.4974,1507,0.3134,3301,1966,431,72,2339
test3_model_b_on_test,Model B,test,0.43,4808,0.8958,0.8209,0.9647,0.887,78.446,0.4974,1507,0.3134,3301,1966,429,72,2341
test3_model_b_on_test,Model B,test,0.44,4808,0.8958,0.8209,0.9647,0.887,78.446,0.4974,1507,0.3134,3301,1966,429,72,2341
test3_model_b_on_test,Model B,test,0.45,4808,0.8958,0.8209,0.9647,0.887,78.446,0.4974,1507,0.3134,3301,1966,429,72,2341
test3_model_b_on_test,Model B,test,0.46,4808,0.896,0.8212,0.9647,0.8872,78.446,0.4974,1507,0.3134,3301,1966,428,72,2342
test3_model_b_on_test,Model B,test,0.47,4808,0.8964,0.8219,0.9647,0.8876,78.446,0.4974,1507,0.3134,3301,1966,426,72,2344
test3_model_b_on_test,Model B,test,0.48,4808,0.8964,0.8219,0.9647,0.8876,78.446,0.4974,1507,0.3134,3301,1966,426,72,2344
test3_model_b_on_test,Model B,test,0.49,4808,0.8966,0.8223,0.9647,0.8878,78.446,0.4974,1507,0.3134,3301,1966,425,72,2345
test3_model_b_on_test,Model B,test,0.50,4808,0.8966,0.8223,0.9647,0.8878,78.446,0.4974,1507,0.3134,3301,1966,425,72,2345
test3_model_b_on_test,Model B,test,0.51,4808,0.8966,0.8225,0.9642,0.8877,78.446,0.4974,1507,0.3134,3301,1965,424,73,2346
test3_model_b_on_test,Model B,test,0.52,4808,0.8966,0.8225,0.9642,0.8877,78.446,0.4974,1507,0.3134,3301,1965,424,73,2346
test3_model_b_on_test,Model B,test,0.53,4808,0.8966,0.8225,0.9642,0.8877,78.446,0.4974,1507,0.3134,3301,1965,424,73,2346
test3_model_b_on_test,Model B,test,0.54,4808,0.8964,0.8224,0.9637,0.8875,78.446,0.4974,1507,0.3134,3301,1964,424,74,2346
test3_model_b_on_test,Model B,test,0.55,4808,0.8964,0.8224,0.9637,0.8875,78.446,0.4974,1507,0.3134,3301,1964,424,74,2346
test3_model_b_on_test,Model B,test,0.56,4808,0.8964,0.8224,0.9637,0.8875,78.446,0.4974,1507,0.3134,3301,1964,424,74,2346
test3_model_b_on_test,Model B,test,0.57,4808,0.8966,0.8228,0.9637,0.8877,78.446,0.4974,1507,0.3134,3301,1964,423,74,2347
test3_model_b_on_test,Model B,test,0.58,4808,0.8966,0.8228,0.9637,0.8877,78.446,0.4974,1507,0.3134,3301,1964,423,74,2347
test3_model_b_on_test,Model B,test,0.59,4808,0.8966,0.8228,0.9637,0.8877,78.446,0.4974,1507,0.3134,3301,1964,423,74,2347
test3_model_b_on_test,Model B,test,0.60,4808,0.8968,0.8231,0.9637,0.8879,78.446,0.4974,1507,0.3134,3301,1964,422,74,2348
test3_model_b_on_test,Model B,test,0.61,4808,0.8968,0.8231,0.9637,0.8879,78.446,0.4974,1507,0.3134,3301,1964,422,74,2348
test3_model_b_on_test,Model B,test,0.62,4808,0.8968,0.8231,0.9637,0.8879,78.446,0.4974,1507,0.3134,3301,1964,422,74,2348
test3_model_b_on_test,Model B,test,0.63,4808,0.8968,0.8231,0.9637,0.8879,78.446,0.4974,1507,0.3134,3301,1964,422,74,2348
test3_model_b_on_test,Model B,test,0.64,4808,0.8968,0.8231,0.9637,0.8879,78.446,0.4974,1507,0.3134,3301,1964,422,74,2348
test3_model_b_on_test,Model B,test,0.65,4808,0.8968,0.8231,0.9637,0.8879,78.446,0.4974,1507,0.3134,3301,1964,422,74,2348
test3_model_b_on_test,Model B,test,0.66,4808,0.8964,0.823,0.9627,0.8874,78.446,0.4974,1507,0.3134,3301,1962,422,76,2348
test3_model_b_on_test,Model B,test,0.67,4808,0.8966,0.8233,0.9627,0.8876,78.446,0.4974,1507,0.3134,3301,1962,421,76,2349
test3_model_b_on_test,Model B,test,0.68,4808,0.8966,0.8233,0.9627,0.8876,78.446,0.4974,1507,0.3134,3301,1962,421,76,2349
test3_model_b_on_test,Model B,test,0.69,4808,0.8966,0.8233,0.9627,0.8876,78.446,0.4974,1507,0.3134,3301,1962,421,76,2349
test3_model_b_on_test,Model B,test,0.70,4808,0.8966,0.8233,0.9627,0.8876,78.446,0.4974,1507,0.3134,3301,1962,421,76,2349
test3_model_b_on_test,Model B,test,0.71,4808,0.897,0.824,0.9627,0.888,78.446,0.4974,1507,0.3134,3301,1962,419,76,2351
test3_model_b_on_test,Model B,test,0.72,4808,0.897,0.824,0.9627,0.888,78.446,0.4974,1507,0.3134,3301,1962,419,76,2351
test3_model_b_on_test,Model B,test,0.73,4808,0.8973,0.8244,0.9627,0.8882,78.446,0.4974,1507,0.3134,3301,1962,418,76,2352
test3_model_b_on_test,Model B,test,0.74,4808,0.897,0.8243,0.9622,0.8879,78.446,0.4974,1507,0.3134,3301,1961,418,77,2352
test3_model_b_on_test,Model B,test,0.75,4808,0.897,0.8243,0.9622,0.8879,78.446,0.4974,1507,0.3134,3301,1961,418,77,2352
test3_model_b_on_test,Model B,test,0.76,4808,0.897,0.8243,0.9622,0.8879,78.446,0.4974,1507,0.3134,3301,1961,418,77,2352
test3_model_b_on_test,Model B,test,0.77,4808,0.8973,0.8246,0.9622,0.8881,78.446,0.4974,1507,0.3134,3301,1961,417,77,2353
test3_model_b_on_test,Model B,test,0.78,4808,0.8977,0.8253,0.9622,0.8885,78.446,0.4974,1507,0.3134,3301,1961,415,77,2355
test3_model_b_on_test,Model B,test,0.79,4808,0.8981,0.826,0.9622,0.8889,78.446,0.4974,1507,0.3134,3301,1961,413,77,2357
test3_model_b_on_test,Model B,test,0.80,4808,0.8979,0.826,0.9617,0.8887,78.446,0.4974,1507,0.3134,3301,1960,413,78,2357
test3_model_b_on_test,Model B,test,0.81,4808,0.8983,0.8267,0.9617,0.8891,78.446,0.4974,1507,0.3134,3301,1960,411,78,2359
test3_model_b_on_test,Model B,test,0.82,4808,0.8983,0.8267,0.9617,0.8891,78.446,0.4974,1507,0.3134,3301,1960,411,78,2359
test3_model_b_on_test,Model B,test,0.83,4808,0.8983,0.8267,0.9617,0.8891,78.446,0.4974,1507,0.3134,3301,1960,411,78,2359
test3_model_b_on_test,Model B,test,0.84,4808,0.8983,0.8267,0.9617,0.8891,78.446,0.4974,1507,0.3134,3301,1960,411,78,2359
test3_model_b_on_test,Model B,test,0.85,4808,0.8985,0.827,0.9617,0.8893,78.446,0.4974,1507,0.3134,3301,1960,410,78,2360
test3_model_b_on_test,Model B,test,0.86,4808,0.8987,0.8274,0.9617,0.8895,78.446,0.4974,1507,0.3134,3301,1960,409,78,2361
test3_model_b_on_test,Model B,test,0.87,4808,0.8987,0.8274,0.9617,0.8895,78.446,0.4974,1507,0.3134,3301,1960,409,78,2361
test3_model_b_on_test,Model B,test,0.88,4808,0.8989,0.8277,0.9617,0.8897,78.446,0.4974,1507,0.3134,3301,1960,408,78,2362
test3_model_b_on_test,Model B,test,0.89,4808,0.8989,0.8277,0.9617,0.8897,78.446,0.4974,1507,0.3134,3301,1960,408,78,2362
test3_model_b_on_test,Model B,test,0.90,4808,0.8989,0.828,0.9612,0.8896,78.446,0.4974,1507,0.3134,3301,1959,407,79,2363
test3_model_b_on_test,Model B,test,0.91,4808,0.8991,0.8283,0.9612,0.8898,78.446,0.4974,1507,0.3134,3301,1959,406,79,2364
test3_model_b_on_test,Model B,test,0.92,4808,0.8989,0.8283,0.9607,0.8896,78.446,0.4974,1507,0.3134,3301,1958,406,80,2364
test3_model_b_on_test,Model B,test,0.93,4808,0.8987,0.8282,0.9603,0.8893,78.446,0.4974,1507,0.3134,3301,1957,406,81,2364
test3_model_b_on_test,Model B,test,0.94,4808,0.8991,0.8289,0.9603,0.8897,78.446,0.4974,1507,0.3134,3301,1957,404,81,2366
test3_model_b_on_test,Model B,test,0.95,4808,0.8995,0.8296,0.9603,0.8902,78.446,0.4974,1507,0.3134,3301,1957,402,81,2368
test3_model_b_on_test,Model B,test,0.96,4808,0.9002,0.8306,0.9603,0.8908,78.446,0.4974,1507,0.3134,3301,1957,399,81,2371
test3_model_b_on_test,Model B,test,0.97,4808,0.9,0.8311,0.9588,0.8904,78.446,0.4974,1507,0.3134,3301,1954,397,84,2373
test3_model_b_on_test,Model B,test,0.98,4808,0.9002,0.8321,0.9578,0.8905,78.446,0.4974,1507,0.3134,3301,1952,394,86,2376
test3_model_b_on_test,Model B,test,0.99,4808,0.9002,0.8323,0.9573,0.8905,78.446,0.4974,1507,0.3134,3301,1951,393,87,2377
test3_model_b_on_test,Model B,test,1.00,4808,0.7689,0.8076,0.5972,0.6866,78.446,0.4974,1507,0.3134,3301,1217,290,821,2480
test4_model_b_on_mutated_data,Model B,mutated_data,0.00,9012,0.4834,0.4834,1.0,0.6517,55.193,0.9904,656,0.0728,8356,4356,4656,0,0
test4_model_b_on_mutated_data,Model B,mutated_data,0.01,9012,0.489,0.4861,1.0,0.6542,55.193,0.9904,656,0.0728,8356,4356,4605,0,51
test4_model_b_on_mutated_data,Model B,mutated_data,0.02,9012,0.4899,0.4865,1.0,0.6546,55.193,0.9904,656,0.0728,8356,4356,4597,0,59
test4_model_b_on_mutated_data,Model B,mutated_data,0.03,9012,0.4901,0.4866,1.0,0.6547,55.193,0.9904,656,0.0728,8356,4356,4595,0,61
test4_model_b_on_mutated_data,Model B,mutated_data,0.04,9012,0.4902,0.4867,1.0,0.6547,55.193,0.9904,656,0.0728,8356,4356,4594,0,62
test4_model_b_on_mutated_data,Model B,mutated_data,0.05,9012,0.4902,0.4867,1.0,0.6547,55.193,0.9904,656,0.0728,8356,4356,4594,0,62
test4_model_b_on_mutated_data,Model B,mutated_data,0.06,9012,0.4905,0.4868,1.0,0.6548,55.193,0.9904,656,0.0728,8356,4356,4592,0,64
test4_model_b_on_mutated_data,Model B,mutated_data,0.07,9012,0.4906,0.4869,1.0,0.6549,55.193,0.9904,656,0.0728,8356,4356,4591,0,65
test4_model_b_on_mutated_data,Model B,mutated_data,0.08,9012,0.4907,0.4869,1.0,0.6549,55.193,0.9904,656,0.0728,8356,4356,4590,0,66
test4_model_b_on_mutated_data,Model B,mutated_data,0.09,9012,0.4908,0.487,1.0,0.655,55.193,0.9904,656,0.0728,8356,4356,4589,0,67
test4_model_b_on_mutated_data,Model B,mutated_data,0.10,9012,0.4909,0.487,1.0,0.655,55.193,0.9904,656,0.0728,8356,4356,4588,0,68
test4_model_b_on_mutated_data,Model B,mutated_data,0.11,9012,0.4909,0.487,1.0,0.655,55.193,0.9904,656,0.0728,8356,4356,4588,0,68
test4_model_b_on_mutated_data,Model B,mutated_data,0.12,9012,0.4911,0.4871,1.0,0.6551,55.193,0.9904,656,0.0728,8356,4356,4586,0,70
test4_model_b_on_mutated_data,Model B,mutated_data,0.13,9012,0.4912,0.4872,1.0,0.6552,55.193,0.9904,656,0.0728,8356,4356,4585,0,71
test4_model_b_on_mutated_data,Model B,mutated_data,0.14,9012,0.4912,0.4872,1.0,0.6552,55.193,0.9904,656,0.0728,8356,4356,4585,0,71
test4_model_b_on_mutated_data,Model B,mutated_data,0.15,9012,0.4912,0.4872,1.0,0.6552,55.193,0.9904,656,0.0728,8356,4356,4585,0,71
test4_model_b_on_mutated_data,Model B,mutated_data,0.16,9012,0.4913,0.4872,1.0,0.6552,55.193,0.9904,656,0.0728,8356,4356,4584,0,72
test4_model_b_on_mutated_data,Model B,mutated_data,0.17,9012,0.4916,0.4874,1.0,0.6553,55.193,0.9904,656,0.0728,8356,4356,4582,0,74
test4_model_b_on_mutated_data,Model B,mutated_data,0.18,9012,0.4917,0.4874,1.0,0.6554,55.193,0.9904,656,0.0728,8356,4356,4581,0,75
test4_model_b_on_mutated_data,Model B,mutated_data,0.19,9012,0.4917,0.4874,1.0,0.6554,55.193,0.9904,656,0.0728,8356,4356,4581,0,75
test4_model_b_on_mutated_data,Model B,mutated_data,0.20,9012,0.4917,0.4874,1.0,0.6554,55.193,0.9904,656,0.0728,8356,4356,4581,0,75
test4_model_b_on_mutated_data,Model B,mutated_data,0.21,9012,0.4918,0.4875,1.0,0.6554,55.193,0.9904,656,0.0728,8356,4356,4580,0,76
test4_model_b_on_mutated_data,Model B,mutated_data,0.22,9012,0.4919,0.4875,1.0,0.6555,55.193,0.9904,656,0.0728,8356,4356,4579,0,77
test4_model_b_on_mutated_data,Model B,mutated_data,0.23,9012,0.492,0.4876,1.0,0.6555,55.193,0.9904,656,0.0728,8356,4356,4578,0,78
test4_model_b_on_mutated_data,Model B,mutated_data,0.24,9012,0.4921,0.4876,1.0,0.6556,55.193,0.9904,656,0.0728,8356,4356,4577,0,79
test4_model_b_on_mutated_data,Model B,mutated_data,0.25,9012,0.4921,0.4876,1.0,0.6556,55.193,0.9904,656,0.0728,8356,4356,4577,0,79
test4_model_b_on_mutated_data,Model B,mutated_data,0.26,9012,0.4921,0.4876,1.0,0.6556,55.193,0.9904,656,0.0728,8356,4356,4577,0,79
test4_model_b_on_mutated_data,Model B,mutated_data,0.27,9012,0.4921,0.4876,1.0,0.6556,55.193,0.9904,656,0.0728,8356,4356,4577,0,79
test4_model_b_on_mutated_data,Model B,mutated_data,0.28,9012,0.4921,0.4876,1.0,0.6556,55.193,0.9904,656,0.0728,8356,4356,4577,0,79
test4_model_b_on_mutated_data,Model B,mutated_data,0.29,9012,0.4921,0.4876,1.0,0.6556,55.193,0.9904,656,0.0728,8356,4356,4577,0,79
test4_model_b_on_mutated_data,Model B,mutated_data,0.30,9012,0.4922,0.4877,1.0,0.6556,55.193,0.9904,656,0.0728,8356,4356,4576,0,80
test4_model_b_on_mutated_data,Model B,mutated_data,0.31,9012,0.4922,0.4877,1.0,0.6556,55.193,0.9904,656,0.0728,8356,4356,4576,0,80
test4_model_b_on_mutated_data,Model B,mutated_data,0.32,9012,0.4922,0.4877,1.0,0.6556,55.193,0.9904,656,0.0728,8356,4356,4576,0,80
test4_model_b_on_mutated_data,Model B,mutated_data,0.33,9012,0.4922,0.4877,1.0,0.6556,55.193,0.9904,656,0.0728,8356,4356,4576,0,80
test4_model_b_on_mutated_data,Model B,mutated_data,0.34,9012,0.4922,0.4877,1.0,0.6556,55.193,0.9904,656,0.0728,8356,4356,4576,0,80
test4_model_b_on_mutated_data,Model B,mutated_data,0.35,9012,0.4925,0.4878,1.0,0.6557,55.193,0.9904,656,0.0728,8356,4356,4574,0,82
test4_model_b_on_mutated_data,Model B,mutated_data,0.36,9012,0.4925,0.4878,1.0,0.6557,55.193,0.9904,656,0.0728,8356,4356,4574,0,82
test4_model_b_on_mutated_data,Model B,mutated_data,0.37,9012,0.4925,0.4878,1.0,0.6557,55.193,0.9904,656,0.0728,8356,4356,4574,0,82
test4_model_b_on_mutated_data,Model B,mutated_data,0.38,9012,0.4926,0.4878,1.0,0.6558,55.193,0.9904,656,0.0728,8356,4356,4573,0,83
test4_model_b_on_mutated_data,Model B,mutated_data,0.39,9012,0.4927,0.4879,1.0,0.6558,55.193,0.9904,656,0.0728,8356,4356,4572,0,84
test4_model_b_on_mutated_data,Model B,mutated_data,0.40,9012,0.4928,0.488,1.0,0.6559,55.193,0.9904,656,0.0728,8356,4356,4571,0,85
test4_model_b_on_mutated_data,Model B,mutated_data,0.41,9012,0.4928,0.488,1.0,0.6559,55.193,0.9904,656,0.0728,8356,4356,4571,0,85
test4_model_b_on_mutated_data,Model B,mutated_data,0.42,9012,0.4929,0.488,1.0,0.6559,55.193,0.9904,656,0.0728,8356,4356,4570,0,86
test4_model_b_on_mutated_data,Model B,mutated_data,0.43,9012,0.4929,0.488,1.0,0.6559,55.193,0.9904,656,0.0728,8356,4356,4570,0,86
test4_model_b_on_mutated_data,Model B,mutated_data,0.44,9012,0.4929,0.488,1.0,0.6559,55.193,0.9904,656,0.0728,8356,4356,4570,0,86
test4_model_b_on_mutated_data,Model B,mutated_data,0.45,9012,0.4929,0.488,1.0,0.6559,55.193,0.9904,656,0.0728,8356,4356,4570,0,86
test4_model_b_on_mutated_data,Model B,mutated_data,0.46,9012,0.4929,0.488,1.0,0.6559,55.193,0.9904,656,0.0728,8356,4356,4570,0,86
test4_model_b_on_mutated_data,Model B,mutated_data,0.47,9012,0.4929,0.488,1.0,0.6559,55.193,0.9904,656,0.0728,8356,4356,4570,0,86
test4_model_b_on_mutated_data,Model B,mutated_data,0.48,9012,0.4929,0.488,1.0,0.6559,55.193,0.9904,656,0.0728,8356,4356,4570,0,86
test4_model_b_on_mutated_data,Model B,mutated_data,0.49,9012,0.4929,0.488,1.0,0.6559,55.193,0.9904,656,0.0728,8356,4356,4570,0,86
